Track,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Likes,TikTok Views,Apple Music Playlist Count,AirPlay Spins,Shazam Counts,Explicit Track,isrc,spotify_id,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,genre
Johnny Dang With Paul Wall Drodi,That Mexican OT,5/26/2023,USUG12303409,1466,38.3,128049237,42334,16862073,68,66669093,735494,19391143,184180412,25,15193,847635,1,USUG12303409,6XEt23sq6sRgER8sSZbCR5,0.389,https://api.spotify.com/v1/audio-analysis/6XEt23sq6sRgER8sSZbCR5,0.971,192000.0,0.695,6XEt23sq6sRgER8sSZbCR5,0.0,10.0,0.107,-5.253,0.0,0.125,119.971,4.0,https://api.spotify.com/v1/tracks/6XEt23sq6sRgER8sSZbCR5,audio_features,spotify:track:6XEt23sq6sRgER8sSZbCR5,0.696,Latin
Sclass,Stray Kids,6/2/2023,US5TA2300034,1465,38.3,207857363,14268,6924859,70,202184485,3376954,290304541,1571240092,20,1339,452274,0,US5TA2300034,3gTQwwDNJ42CCLo3Sf4JDd,0.0895,https://api.spotify.com/v1/audio-analysis/3gTQwwDNJ42CCLo3Sf4JDd,0.886,195689.0,0.781,3gTQwwDNJ42CCLo3Sf4JDd,0.0,5.0,0.0715,-1.837,0.0,0.333,104.996,4.0,https://api.spotify.com/v1/tracks/3gTQwwDNJ42CCLo3Sf4JDd,audio_features,spotify:track:3gTQwwDNJ42CCLo3Sf4JDd,0.672,Hip-Hop/Rap
Gaslight,INJI,4/14/2022,QZHN32201081,1463,38.3,17756452,8421,1500039,48,1602919,27727,260882262,5068567775,1,267,186114,1,QZHN32201081,7IybpxLp5E4Hs1jKbPNSKx,0.393,https://api.spotify.com/v1/audio-analysis/7IybpxLp5E4Hs1jKbPNSKx,0.817,197014.0,0.668,7IybpxLp5E4Hs1jKbPNSKx,4.48e-06,6.0,0.136,-5.766,0.0,0.0607,119.992,4.0,https://api.spotify.com/v1/tracks/7IybpxLp5E4Hs1jKbPNSKx,audio_features,spotify:track:7IybpxLp5E4Hs1jKbPNSKx,0.413,Pop
Die Young,Sleepy Hallow,5/25/2022,USRC12201686,1464,38.3,245406516,75951,9524862,60,53569545,636003,11956224,85005540,12,4801,358116,1,USRC12201686,4wBzWNjUMwQg541J8cAciN,0.823,https://api.spotify.com/v1/audio-analysis/4wBzWNjUMwQg541J8cAciN,0.812,148817.0,0.582,4wBzWNjUMwQg541J8cAciN,0.0,11.0,0.111,-6.26,1.0,0.334,77.475,4.0,https://api.spotify.com/v1/tracks/4wBzWNjUMwQg541J8cAciN,audio_features,spotify:track:4wBzWNjUMwQg541J8cAciN,0.672,Hip-Hop/Rap
Vente Pa Ca,Ricky Martin,9/22/2016,USSD11600252,1467,38.2,613961293,57564,22110798,66,2008509134,5299342,59964525,416104248,70,13945,4173066,0,USSD11600252,7DM4BPaS7uofFul3ywMe46,0.00431,https://api.spotify.com/v1/audio-analysis/7DM4BPaS7uofFul3ywMe46,0.663,259196.0,0.92,7DM4BPaS7uofFul3ywMe46,1.69e-05,11.0,0.101,-4.07,0.0,0.226,99.935,4.0,https://api.spotify.com/v1/tracks/7DM4BPaS7uofFul3ywMe46,audio_features,spotify:track:7DM4BPaS7uofFul3ywMe46,0.533,Pop
Cant Tame Her,Zara Larsson,1/26/2023,USSM12210918,1473,38.2,159051363,31456,22058380,62,36559555,374415,13209435,214685378,62,181938,1293372,0,USSM12210918,0b8MRnjacbgVQlvLcg8JGQ,0.00717,https://api.spotify.com/v1/audio-analysis/0b8MRnjacbgVQlvLcg8JGQ,0.575,196940.0,0.914,0b8MRnjacbgVQlvLcg8JGQ,0.000161,6.0,0.0973,-3.201,0.0,0.14,182.027,4.0,https://api.spotify.com/v1/tracks/0b8MRnjacbgVQlvLcg8JGQ,audio_features,spotify:track:0b8MRnjacbgVQlvLcg8JGQ,0.546,Pop
Vibez,DaBaby,9/27/2019,USUM71919281,1470,38.2,432315500,95756,16692750,59,161619855,1879161,146241546,1119929038,38,44945,1172142,1,USUM71919281,0fySG6A6qLE8IvDpayb5bM,0.113,https://api.spotify.com/v1/audio-analysis/0fySG6A6qLE8IvDpayb5bM,0.768,144935.0,0.652,0fySG6A6qLE8IvDpayb5bM,0.0,1.0,0.107,-2.708,0.0,0.307,154.187,4.0,https://api.spotify.com/v1/tracks/0fySG6A6qLE8IvDpayb5bM,audio_features,spotify:track:0fySG6A6qLE8IvDpayb5bM,0.777,Hip-Hop/Rap
Se Grita,Morad,5/12/2023,QM6N22330624,1474,38.2,142131977,47009,7163568,69,81587375,506426,28652947,274170598,10,2627,1158542,1,QM6N22330624,55Q180Og5mkW2XeGPjB7yn,0.316,https://api.spotify.com/v1/audio-analysis/55Q180Og5mkW2XeGPjB7yn,0.813,259628.0,0.791,55Q180Og5mkW2XeGPjB7yn,0.000165,11.0,0.124,-6.899,0.0,0.111,94.063,4.0,https://api.spotify.com/v1/tracks/55Q180Og5mkW2XeGPjB7yn,audio_features,spotify:track:55Q180Og5mkW2XeGPjB7yn,0.404,Pop
Hyaena,Travis Scott,7/28/2023,USSM12305004,1468,38.2,137071285,47247,5437356,68,16951175,234706,740328,5731192,9,360,105824,1,USSM12305004,0hL9gOw6XBWsygEUcVjxEc,0.0305,https://api.spotify.com/v1/audio-analysis/0hL9gOw6XBWsygEUcVjxEc,0.608,222085.0,0.754,0hL9gOw6XBWsygEUcVjxEc,0.0,8.0,0.119,-5.277,1.0,0.0719,97.071,4.0,https://api.spotify.com/v1/tracks/0hL9gOw6XBWsygEUcVjxEc,audio_features,spotify:track:0hL9gOw6XBWsygEUcVjxEc,0.455,Pop
Kick Back,Kenshi Yonezu,10/12/2022,JPU902203702,1469,38.2,360816226,61627,7633366,70,171459970,1769697,120113199,1353881739,35,2928,486018,0,JPU902203702,3khEEPRyBeOUabbmOPJzAG,0.00207,https://api.spotify.com/v1/audio-analysis/3khEEPRyBeOUabbmOPJzAG,0.577,193495.0,0.941,3khEEPRyBeOUabbmOPJzAG,3.36e-06,1.0,0.0891,-5.17,1.0,0.105,101.921,4.0,https://api.spotify.com/v1/tracks/3khEEPRyBeOUabbmOPJzAG,audio_features,spotify:track:3khEEPRyBeOUabbmOPJzAG,0.292,Pop
Mai,Milo j,11/30/2023,UYB282384010,1471,38.2,163958167,12417,15958224,76,86105258,868068,327781,1805126,2,156,478702,0,UYB282384010,35ttE4t8lQZA2vuCYDg4G7,0.758,https://api.spotify.com/v1/audio-analysis/35ttE4t8lQZA2vuCYDg4G7,0.364,184027.0,0.572,35ttE4t8lQZA2vuCYDg4G7,0.0,10.0,0.229,-5.861,0.0,0.0341,80.363,4.0,https://api.spotify.com/v1/tracks/35ttE4t8lQZA2vuCYDg4G7,audio_features,spotify:track:35ttE4t8lQZA2vuCYDg4G7,0.514,Pop
Truth Or Dare,Tyla,12/1/2023,USSM12308650,1480,38.1,91143676,13407,30382319,77,31174494,570689,8970312,95419062,58,49386,704867,0,USSM12308650,7axl6v0Yv4ksLVMt6XItpc,0.182,https://api.spotify.com/v1/audio-analysis/7axl6v0Yv4ksLVMt6XItpc,0.61,190393.0,0.599,7axl6v0Yv4ksLVMt6XItpc,0.000124,1.0,0.0852,-5.752,1.0,0.337,154.463,5.0,https://api.spotify.com/v1/tracks/7axl6v0Yv4ksLVMt6XItpc,audio_features,spotify:track:7axl6v0Yv4ksLVMt6XItpc,0.809,Hip-Hop/Rap
Just The Way You Are,Bruno Mars,7/20/2010,USAT21001269,1477,38.1,2099862852,233719,148404419,79,2218318671,10649958,48743057,411934018,174,331536,9609553,0,USAT21001269,47Slg6LuqLaX0VodpSCvPt,0.0134,https://api.spotify.com/v1/audio-analysis/47Slg6LuqLaX0VodpSCvPt,0.635,220734.0,0.841,47Slg6LuqLaX0VodpSCvPt,0.0,5.0,0.0622,-5.379,1.0,0.0422,109.021,4.0,https://api.spotify.com/v1/tracks/47Slg6LuqLaX0VodpSCvPt,audio_features,spotify:track:47Slg6LuqLaX0VodpSCvPt,0.424,Pop
Rasputin,Majestic,2/26/2021,DEE862100256,1481,38.1,613000788,152363,73448130,73,68681033,645892,88996,1560809,124,134879,3038650,0,DEE862100256,0b18g3G5spr4ZCkz7Y6Q0Q,0.00364,https://api.spotify.com/v1/audio-analysis/0b18g3G5spr4ZCkz7Y6Q0Q,0.758,186210.0,0.913,0b18g3G5spr4ZCkz7Y6Q0Q,6.92e-05,6.0,0.193,-2.926,0.0,0.113,128.04,4.0,https://api.spotify.com/v1/tracks/0b18g3G5spr4ZCkz7Y6Q0Q,audio_features,spotify:track:0b18g3G5spr4ZCkz7Y6Q0Q,0.658,Latin
If The World Was Ending Feat Julia Michaels,JP Saxe,10/17/2019,USQX91902708,1483,38.1,1145402792,134427,81562006,69,96493850,756954,147160931,947802755,179,131938,3815615,0,USQX91902708,4bp5G6x1SXMQW4X9DbCCCp,0.862,https://api.spotify.com/v1/audio-analysis/4bp5G6x1SXMQW4X9DbCCCp,0.467,209493.0,0.485,4bp5G6x1SXMQW4X9DbCCCp,0.0,1.0,0.0968,-9.973,1.0,0.0907,129.424,1.0,https://api.spotify.com/v1/tracks/4bp5G6x1SXMQW4X9DbCCCp,audio_features,spotify:track:4bp5G6x1SXMQW4X9DbCCCp,0.679,Acoustic/Folk
How Far Ill Go From Moana,Alessia Cara,10/28/2016,USWD11677601,1476,38.1,740261910,49852,13088456,58,341087439,2812967,5148211,26579876,72,10652,3721475,0,USWD11677601,077IVIW6uv1lL78x7a3Oc3,0.155,https://api.spotify.com/v1/audio-analysis/077IVIW6uv1lL78x7a3Oc3,0.309,175517.0,0.544,077IVIW6uv1lL78x7a3Oc3,0.000265,9.0,0.0727,-9.621,1.0,0.352,180.979,4.0,https://api.spotify.com/v1/tracks/077IVIW6uv1lL78x7a3Oc3,audio_features,spotify:track:077IVIW6uv1lL78x7a3Oc3,0.16,Pop
,Hoshimachi Suisei,3/23/2024,JPV752408464,1482,38.1,21255074,1754,3985309,70,60877749,97240,553713,5326500,2,38,41209,0,JPV752408464,5Ct010aQ4rroKyjKhTlS7I,0.00642,https://api.spotify.com/v1/audio-analysis/5Ct010aQ4rroKyjKhTlS7I,0.67,164622.0,0.852,5Ct010aQ4rroKyjKhTlS7I,3.15e-05,6.0,0.0786,-4.486,1.0,0.0454,119.999,4.0,https://api.spotify.com/v1/tracks/5Ct010aQ4rroKyjKhTlS7I,audio_features,spotify:track:5Ct010aQ4rroKyjKhTlS7I,0.872,Pop
Heartless,The Weeknd,11/27/2019,USUG11904007,1486,38.0,975754682,137196,28066964,73,222977264,2542926,30592047,210080661,99,105042,2433408,1,USUG11904007,6bnF93Rx87YqUBLSgjiMU8,0.0236,https://api.spotify.com/v1/audio-analysis/6bnF93Rx87YqUBLSgjiMU8,0.537,198267.0,0.746,6bnF93Rx87YqUBLSgjiMU8,1e-06,10.0,0.156,-5.507,0.0,0.15,170.083,4.0,https://api.spotify.com/v1/tracks/6bnF93Rx87YqUBLSgjiMU8,audio_features,spotify:track:6bnF93Rx87YqUBLSgjiMU8,0.252,Rock
Mirrors,Justin Timberlake,1/1/2013,USRC11300059,1487,38.0,1047154254,168622,53352470,74,1401802614,7138440,259542276,2060063173,106,85485,14564665,0,USRC11300059,4rHZZAmHpZrA3iH5zx8frV,0.234,https://api.spotify.com/v1/audio-analysis/4rHZZAmHpZrA3iH5zx8frV,0.574,484147.0,0.512,4rHZZAmHpZrA3iH5zx8frV,0.0,5.0,0.0946,-6.664,0.0,0.0503,76.899,4.0,https://api.spotify.com/v1/tracks/4rHZZAmHpZrA3iH5zx8frV,audio_features,spotify:track:4rHZZAmHpZrA3iH5zx8frV,0.512,Indie/Alternative
We Fell In Love In October,girl in red,1/1/2018,GBKPL1828677,1490,38.0,1034272727,201381,54919566,77,235190444,4584548,313991722,2226783393,37,1675,2050181,0,GBKPL1828677,6IPwKM3fUUzlElbvKw2sKl,0.113,https://api.spotify.com/v1/audio-analysis/6IPwKM3fUUzlElbvKw2sKl,0.566,184154.0,0.366,6IPwKM3fUUzlElbvKw2sKl,0.181,7.0,0.155,-12.808,1.0,0.028,129.96,4.0,https://api.spotify.com/v1/tracks/6IPwKM3fUUzlElbvKw2sKl,audio_features,spotify:track:6IPwKM3fUUzlElbvKw2sKl,0.237,Pop
Sorry Not Sorry,Demi Lovato,7/11/2017,USUM71707196,1489,38.0,1156601592,78398,28404966,67,782935937,6789404,39636079,278587450,60,62717,3291558,1,USUM71707196,0yvPEnB032fojLfVluFjUv,0.0242,https://api.spotify.com/v1/audio-analysis/0yvPEnB032fojLfVluFjUv,0.705,203760.0,0.643,0yvPEnB032fojLfVluFjUv,0.0,11.0,0.262,-6.929,0.0,0.232,143.944,4.0,https://api.spotify.com/v1/tracks/0yvPEnB032fojLfVluFjUv,audio_features,spotify:track:0yvPEnB032fojLfVluFjUv,0.884,Pop
Where Did You Go,Jax Jones,1/26/2022,GBUM72108841,1488,38.0,389547230,65208,36265310,70,50898391,293996,6446277,124607839,114,268879,3930598,0,GBUM72108841,3sa06xVNmLLYIxdNNmVQN8,0.182,https://api.spotify.com/v1/audio-analysis/3sa06xVNmLLYIxdNNmVQN8,0.763,177689.0,0.782,3sa06xVNmLLYIxdNNmVQN8,7.08e-06,7.0,0.293,-4.541,0.0,0.0346,127.034,4.0,https://api.spotify.com/v1/tracks/3sa06xVNmLLYIxdNNmVQN8,audio_features,spotify:track:3sa06xVNmLLYIxdNNmVQN8,0.502,Pop
The Lazy Song,Bruno Mars,10/5/2010,USAT21001886,1496,37.9,950810060,151801,51937840,72,2903165526,16099406,89468350,852185637,66,121835,5749737,0,USAT21001886,386RUes7n1uM1yfzgeUuwp,0.3,https://api.spotify.com/v1/audio-analysis/386RUes7n1uM1yfzgeUuwp,0.794,189109.0,0.711,386RUes7n1uM1yfzgeUuwp,0.0,8.0,0.0955,-5.124,0.0,0.0699,174.915,4.0,https://api.spotify.com/v1/tracks/386RUes7n1uM1yfzgeUuwp,audio_features,spotify:track:386RUes7n1uM1yfzgeUuwp,0.955,Latin
Sex Sounds,Lil Tjay,10/11/2019,USSM11909049,1495,37.9,413974601,110016,7011141,69,157947172,1678467,57769616,438050984,9,159,2444154,1,USSM11909049,5JtvedSVWW9McnoEAPJwQm,0.281,https://api.spotify.com/v1/audio-analysis/5JtvedSVWW9McnoEAPJwQm,0.857,162453.0,0.427,5JtvedSVWW9McnoEAPJwQm,0.0,8.0,0.108,-8.638,1.0,0.112,130.033,4.0,https://api.spotify.com/v1/tracks/5JtvedSVWW9McnoEAPJwQm,audio_features,spotify:track:5JtvedSVWW9McnoEAPJwQm,0.366,R&B/Soul
Despus De La P,Bad Bunny,5/6/2022,QM6MZ2214876,1493,37.9,542751537,67763,20306682,71,195610806,1623280,87866614,803525888,28,18652,1359456,0,QM6MZ2214876,1dm6z1fWB0cErMszU25dy2,0.356,https://api.spotify.com/v1/audio-analysis/1dm6z1fWB0cErMszU25dy2,0.564,230400.0,0.903,1dm6z1fWB0cErMszU25dy2,0.0,5.0,0.175,-3.221,1.0,0.307,78.293,4.0,https://api.spotify.com/v1/tracks/1dm6z1fWB0cErMszU25dy2,audio_features,spotify:track:1dm6z1fWB0cErMszU25dy2,0.607,Pop
Asiwaju,Ruger,11/14/2022,GBARL2202349,1498,37.9,108133711,34390,4480387,18,122293855,619448,13992725,173486714,35,6133,2409680,1,GBARL2202349,6z5y2kdxF4XrEVRFVqdGVL,0.582,https://api.spotify.com/v1/audio-analysis/6z5y2kdxF4XrEVRFVqdGVL,0.867,216000.0,0.584,6z5y2kdxF4XrEVRFVqdGVL,4.91e-05,8.0,0.118,-5.06,1.0,0.082,100.034,4.0,https://api.spotify.com/v1/tracks/6z5y2kdxF4XrEVRFVqdGVL,audio_features,spotify:track:6z5y2kdxF4XrEVRFVqdGVL,0.737,Latin
Sticky,Drake,6/17/2022,USUG12204888,1492,37.9,253177498,83779,16621189,66,79370407,913062,62240027,612598555,40,2011,1006549,1,USUG12204888,4rmVZajAF7PkrCagGPHbqa,0.0917,https://api.spotify.com/v1/audio-analysis/4rmVZajAF7PkrCagGPHbqa,0.853,243228.0,0.495,4rmVZajAF7PkrCagGPHbqa,0.000217,6.0,0.0844,-14.63,1.0,0.14,137.027,4.0,https://api.spotify.com/v1/tracks/4rmVZajAF7PkrCagGPHbqa,audio_features,spotify:track:4rmVZajAF7PkrCagGPHbqa,0.0774,R&B/Soul
Centuries,Fall Out Boy,9/9/2014,USUM71412644,1501,37.9,1184571362,180715,48698123,75,829829470,7984888,28001951,254037168,71,54050,5556481,0,USUM71412644,04aAxqtGp5pv12UXAg4pkq,0.00359,https://api.spotify.com/v1/audio-analysis/04aAxqtGp5pv12UXAg4pkq,0.393,228360.0,0.858,04aAxqtGp5pv12UXAg4pkq,0.0,4.0,0.102,-2.868,0.0,0.0729,176.042,4.0,https://api.spotify.com/v1/tracks/04aAxqtGp5pv12UXAg4pkq,audio_features,spotify:track:04aAxqtGp5pv12UXAg4pkq,0.56,Rock
What Makes You Beautiful,One Direction,1/1/2011,GBHMU1100018,1494,37.9,1265397717,175809,81950675,80,1864674236,16322948,69075817,437246025,132,130026,7288548,0,GBHMU1100018,4cluDES4hQEUhmXj6TXkSo,0.009,https://api.spotify.com/v1/audio-analysis/4cluDES4hQEUhmXj6TXkSo,0.726,199987.0,0.787,4cluDES4hQEUhmXj6TXkSo,0.0,4.0,0.0596,-2.494,1.0,0.0737,124.99,4.0,https://api.spotify.com/v1/tracks/4cluDES4hQEUhmXj6TXkSo,audio_features,spotify:track:4cluDES4hQEUhmXj6TXkSo,0.888,Pop
Sweetest Pie,Megan Thee Stallion,3/11/2022,QMCE32200232,1500,37.9,359563711,50913,44666984,64,129735943,1701169,3216719,35564746,51,276136,1702634,1,QMCE32200232,7mFj0LlWtEJaEigguaWqYh,0.167,https://api.spotify.com/v1/audio-analysis/7mFj0LlWtEJaEigguaWqYh,0.814,201334.0,0.628,7mFj0LlWtEJaEigguaWqYh,0.0,7.0,0.101,-7.178,1.0,0.221,123.977,4.0,https://api.spotify.com/v1/tracks/7mFj0LlWtEJaEigguaWqYh,audio_features,spotify:track:7mFj0LlWtEJaEigguaWqYh,0.677,Latin
Reggaetn Lento Baile,CNCO,8/26/2016,USSD11600135,1497,37.9,738438810,65613,22623077,67,1897769481,7650997,19223955,149891612,64,14780,3652838,0,USSD11600135,3AEZUABDXNtecAOSC1qTfo,0.4,https://api.spotify.com/v1/audio-analysis/3AEZUABDXNtecAOSC1qTfo,0.761,222560.0,0.838,3AEZUABDXNtecAOSC1qTfo,0.0,4.0,0.176,-3.073,0.0,0.0502,93.974,4.0,https://api.spotify.com/v1/tracks/3AEZUABDXNtecAOSC1qTfo,audio_features,spotify:track:3AEZUABDXNtecAOSC1qTfo,0.71,Latin
Skitzo,Travis Scott,7/28/2023,USSM12305016,1513,37.8,97901897,49313,5181004,66,12456826,187457,42159,540963,6,28,176850,1,USSM12305016,0bkV1iQHSxBaksUqgEkcbc,0.103,https://api.spotify.com/v1/audio-analysis/0bkV1iQHSxBaksUqgEkcbc,0.472,366593.0,0.551,0bkV1iQHSxBaksUqgEkcbc,0.0,5.0,0.345,-7.219,0.0,0.25,83.25,4.0,https://api.spotify.com/v1/tracks/0bkV1iQHSxBaksUqgEkcbc,audio_features,spotify:track:0bkV1iQHSxBaksUqgEkcbc,0.347,Pop
Nia Bo,Feid,4/21/2023,USUM72305943,1508,37.8,237741410,39503,20043997,61,86652111,676137,33678445,411538350,37,22112,482221,0,USUM72305943,4VPoFy002PwspvctfYP6zx,0.0996,https://api.spotify.com/v1/audio-analysis/4VPoFy002PwspvctfYP6zx,0.811,187240.0,0.615,4VPoFy002PwspvctfYP6zx,0.0,4.0,0.1,-4.198,0.0,0.182,91.123,4.0,https://api.spotify.com/v1/tracks/4VPoFy002PwspvctfYP6zx,audio_features,spotify:track:4VPoFy002PwspvctfYP6zx,0.474,R&B/Soul
Skeeyee,Sexyy Red,6/9/2023,QZQAY2395569,1510,37.8,96289114,24566,8733511,67,33861736,296191,159504238,1094402576,21,6030,614711,1,QZQAY2395569,7icwQvajsokotDfM3tefW6,0.0251,https://api.spotify.com/v1/audio-analysis/7icwQvajsokotDfM3tefW6,0.771,157125.0,0.689,7icwQvajsokotDfM3tefW6,0.0,1.0,0.645,-5.022,1.0,0.0682,82.503,4.0,https://api.spotify.com/v1/tracks/7icwQvajsokotDfM3tefW6,audio_features,spotify:track:7icwQvajsokotDfM3tefW6,0.65,Latin
Beautiful Crazy,Luke Combs,5/4/2018,US6XF1700259,1511,37.8,828103564,83834,17064586,77,594679967,2844786,13757610,122040522,54,32,1837804,0,US6XF1700259,2rxQMGVafnNaRaXlRMWPde,0.676,https://api.spotify.com/v1/audio-analysis/2rxQMGVafnNaRaXlRMWPde,0.551,193200.0,0.402,2rxQMGVafnNaRaXlRMWPde,0.0,11.0,0.0928,-7.431,1.0,0.0262,103.313,4.0,https://api.spotify.com/v1/tracks/2rxQMGVafnNaRaXlRMWPde,audio_features,spotify:track:2rxQMGVafnNaRaXlRMWPde,0.382,Acoustic/Folk
Lover,Taylor Swift,8/16/2019,USUG11901473,1507,37.8,1413268808,104435,94697921,81,492503095,6305357,142555742,921980357,201,74209,4309604,0,USUG11901473,1dGr1c8CrMLDpV6mPbImSI,0.492,https://api.spotify.com/v1/audio-analysis/1dGr1c8CrMLDpV6mPbImSI,0.359,221307.0,0.543,1dGr1c8CrMLDpV6mPbImSI,1.58e-05,7.0,0.118,-7.582,1.0,0.0919,68.534,4.0,https://api.spotify.com/v1/tracks/1dGr1c8CrMLDpV6mPbImSI,audio_features,spotify:track:1dGr1c8CrMLDpV6mPbImSI,0.453,Indie/Alternative
Follow You,Imagine Dragons,3/12/2021,USUM72102981,1514,37.8,412887321,69959,8523570,65,186582105,2209078,14717696,155388095,101,310438,4567971,0,USUM72102981,0LtkAAEpEp1lkLX1ZvjHZb,0.00197,https://api.spotify.com/v1/audio-analysis/0LtkAAEpEp1lkLX1ZvjHZb,0.544,175644.0,0.732,0LtkAAEpEp1lkLX1ZvjHZb,5.06e-05,9.0,0.486,-5.984,1.0,0.0524,124.875,4.0,https://api.spotify.com/v1/tracks/0LtkAAEpEp1lkLX1ZvjHZb,audio_features,spotify:track:0LtkAAEpEp1lkLX1ZvjHZb,0.45,Rock
Body Like A Back Road,Sam Hunt,2/1/2017,USUM71700575,1520,37.7,874864898,78015,21590960,66,340287969,1528388,1148124,12493072,103,183258,3691205,0,USUM71700575,7mldq42yDuxiUNn08nvzHO,0.447,https://api.spotify.com/v1/audio-analysis/7mldq42yDuxiUNn08nvzHO,0.732,165387.0,0.458,7mldq42yDuxiUNn08nvzHO,0.0,5.0,0.136,-7.225,1.0,0.0311,98.938,4.0,https://api.spotify.com/v1/tracks/7mldq42yDuxiUNn08nvzHO,audio_features,spotify:track:7mldq42yDuxiUNn08nvzHO,0.661,Indie/Alternative
Best Part,Daniel Caesar,8/25/2017,CADDS1700022,1516,37.7,1362614026,183645,51977530,79,198079219,2252308,116244737,854742783,198,30988,4584343,0,CADDS1700022,1Q7EgiMOuwDcB0PJC6AzON,0.799,https://api.spotify.com/v1/audio-analysis/1Q7EgiMOuwDcB0PJC6AzON,0.518,209831.0,0.365,1Q7EgiMOuwDcB0PJC6AzON,0.0,7.0,0.1,-10.215,1.0,0.0374,75.256,4.0,https://api.spotify.com/v1/tracks/1Q7EgiMOuwDcB0PJC6AzON,audio_features,spotify:track:1Q7EgiMOuwDcB0PJC6AzON,0.437,Acoustic/Folk
Set Fire To The Rain,Adele,1/1/2011,GBBKS1000348,1518,37.7,1595514674,186319,52679491,77,959699985,5310150,343302209,3469644756,110,223542,16180523,0,GBBKS1000348,3di5hcvxxciiqwMH1jarhY,0.00408,https://api.spotify.com/v1/audio-analysis/3di5hcvxxciiqwMH1jarhY,0.603,242974.0,0.67,3di5hcvxxciiqwMH1jarhY,1.68e-06,2.0,0.112,-3.882,0.0,0.0249,107.993,4.0,https://api.spotify.com/v1/tracks/3di5hcvxxciiqwMH1jarhY,audio_features,spotify:track:3di5hcvxxciiqwMH1jarhY,0.446,Pop
Worth It,Fifth Harmony,1/1/2014,USSM11406644,1517,37.7,815946405,94852,36133465,67,2318717784,12459776,92873241,1277991912,163,38592,15861007,0,USSM11406644,41Fflg7qHiVOD6dEPvsCzO,0.063,https://api.spotify.com/v1/audio-analysis/41Fflg7qHiVOD6dEPvsCzO,0.884,224573.0,0.765,41Fflg7qHiVOD6dEPvsCzO,7.04e-06,8.0,0.118,-3.865,1.0,0.0882,99.987,4.0,https://api.spotify.com/v1/tracks/41Fflg7qHiVOD6dEPvsCzO,audio_features,spotify:track:41Fflg7qHiVOD6dEPvsCzO,0.594,Latin
Malvad,XamÃ¯Â¿,11/30/2021,QZNJZ2122225,1527,37.6,270364614,37002,6997751,56,392442440,3560319,207424238,2428164682,6,10003,345849,0,QZNJZ2122225,0NBgyml7T0IvUNbXIkcSpH,0.378,https://api.spotify.com/v1/audio-analysis/0NBgyml7T0IvUNbXIkcSpH,0.821,141770.0,0.609,0NBgyml7T0IvUNbXIkcSpH,0.0,6.0,0.136,-6.541,0.0,0.268,133.133,4.0,https://api.spotify.com/v1/tracks/0NBgyml7T0IvUNbXIkcSpH,audio_features,spotify:track:0NBgyml7T0IvUNbXIkcSpH,0.516,Hip-Hop/Rap
Shut Up And Dance,WALK THE MOON,11/20/2011,USRC11401949,1530,37.6,1690450389,225204,121786733,81,679433670,4181978,31046688,201004524,270,332763,11303352,0,USRC11401949,4kbj5MwxO1bq9wjT5g9HaA,0.00701,https://api.spotify.com/v1/audio-analysis/4kbj5MwxO1bq9wjT5g9HaA,0.578,199080.0,0.866,4kbj5MwxO1bq9wjT5g9HaA,0.0,1.0,0.257,-3.804,1.0,0.0619,128.038,4.0,https://api.spotify.com/v1/tracks/4kbj5MwxO1bq9wjT5g9HaA,audio_features,spotify:track:4kbj5MwxO1bq9wjT5g9HaA,0.619,Pop
Sugarcrash,ElyOtto,8/25/2020,TCAFB2092742,1529,37.6,364210672,81556,11888277,63,55994716,1363987,2021221164,18762950045,32,286,3395161,1,TCAFB2092742,2ePtv8MlBO9nuuXABqAfEX,0.524,https://api.spotify.com/v1/audio-analysis/2ePtv8MlBO9nuuXABqAfEX,0.748,80081.0,0.734,2ePtv8MlBO9nuuXABqAfEX,1.15e-05,0.0,0.0975,-6.499,1.0,0.124,97.753,4.0,https://api.spotify.com/v1/tracks/2ePtv8MlBO9nuuXABqAfEX,audio_features,spotify:track:2ePtv8MlBO9nuuXABqAfEX,0.368,Pop
Sail,AWOLNATION,1/1/2010,USP6L1000053,1523,37.6,814264073,145349,25209426,68,878157246,6677962,331755802,3643615871,64,82779,12879196,0,USP6L1000053,7ueP5u2qkdZbIPN2YA6LR0,0.441,https://api.spotify.com/v1/audio-analysis/7ueP5u2qkdZbIPN2YA6LR0,0.826,259093.0,0.436,7ueP5u2qkdZbIPN2YA6LR0,0.615,1.0,0.0964,-9.583,1.0,0.0558,119.051,4.0,https://api.spotify.com/v1/tracks/7ueP5u2qkdZbIPN2YA6LR0,audio_features,spotify:track:7ueP5u2qkdZbIPN2YA6LR0,0.272,Instrumental/Ambient
