Track,Artist,Genre,Release Date,All Time Rank,Spotify Streams,Spotify Popularity,YouTube Views,TikTok Views,AirPlay Spins,Shazam Counts,Explicit Track,Isrc,Spotify_id,Acousticness,Danceability,Duration_ms,Energy,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,Time_signature,Valence
One Right Now With The Weeknd,Post Malone,Pop,11/5/2021,963,631789333,65,182180447,181078488,255213,2041348,1,USUM72120404,00Blm7zeNqgYLPtW6zg8cj,0.0361,0.687,193507.0,0.781,0.0,1.0,0.0755,-4.806,1.0,0.053,97.014,4.0,0.688
A Thousand Years,Christina Perri,Indie/Alternative,10/18/2011,964,1654956613,77,2989286684,8594414469,88803,15974659,0,USAT21102141,6lanRgr6wXibZr8KgzXxBl,0.309,0.421,285120.0,0.407,0.000961,10.0,0.11,-7.445,1.0,0.0267,139.028,3.0,0.161
Secreto,Anuel AA,Latin,1/15/2019,957,759388276,65,1595484197,543804719,159,1317266,0,USXDR1900020,5W83ErFkO3aKAIS1WMi6u0,0.6,0.807,258800.0,0.803,0.0085,11.0,0.136,-4.156,1.0,0.126,91.982,4.0,0.706
Toda Remix Remix,Alex Rose,Pop,6/1/2018,959,482021697,66,1965829285,289741256,2857,2148531,1,QM4TX1838235,47ZS1OjnJpJVfGN9yHXfMn,0.161,0.512,367680.0,0.451,0.0,5.0,0.0672,-7.222,0.0,0.131,80.04,4.0,0.368
I Hate U,SZA,Indie/Alternative,12/3/2021,956,456871037,66,142820854,1676387442,136784,1854776,1,USRC12103605,2aJnyNu4PQxQ2lyj5boiMG,0.514,0.533,173907.0,0.417,0.0,7.0,0.114,-8.665,0.0,0.148,106.534,5.0,0.376
Better Now,Post Malone,R&B/Soul,4/27/2018,962,1953403531,74,48443287,97061584,350458,8827325,1,USUM71805170,7dt6x5M1jzdTEt8oCbisTK,0.331,0.674,231267.0,0.578,0.0,10.0,0.135,-5.804,1.0,0.0408,145.07,4.0,0.34
Call Me Maybe,Carly Rae Jepsen,Latin,1/1/2012,960,1394048309,77,2007334200,367016981,200327,14252942,0,CAB391100615,20I6sIOMTCkB6w7ryavxtO,0.0114,0.782,193400.0,0.58,2.28e-06,7.0,0.108,-6.548,1.0,0.0407,120.021,4.0,0.66
Pobre Coraz,Ke Personajes,Rock,3/2/2023,965,187127704,65,425484500,30085568,5686,432240,0,QZN882353309,1AX4aybSRyXHWrjg27wTFE,0.0445,0.463,198931.0,0.84,0.0,10.0,0.443,-4.781,0.0,0.0475,91.038,4.0,0.466
Piece Of Your Heart,MEDUZA,Pop,2/1/2019,966,995452298,65,464369299,1282810923,171176,14464887,0,DEUM71807719,1DFD5Fotzgn6yYXkYsKiGs,0.0404,0.677,152913.0,0.744,0.00016,10.0,0.074,-6.806,0.0,0.0295,124.08,4.0,0.631
Ram Pam Pam,NATTI NATASHA,Latin,4/20/2021,968,257167813,55,794011391,2167134347,28737,1621368,1,USB272100106,4DHDIdeayp8xvlyg22wREO,0.305,0.908,200785.0,0.813,0.0,5.0,0.278,-2.749,0.0,0.0777,97.018,4.0,0.924
No Se Va,Grupo Frontera,Pop,4/28/2022,973,582023797,70,293059162,805988782,18750,1946266,0,QZHN72212529,1zgXPTS9D3SXZIIf6Zzvs5,0.0906,0.572,193816.0,0.71,0.0,0.0,0.289,-4.528,1.0,0.0304,172.719,4.0,0.751
La People Ii,Peso Pluma,Pop,3/21/2024,978,123243341,79,53762979,3100000,8,121403,1,QM4TX2458976,3YyTyWfSwAhesGCKpnuRKl,0.57,0.717,141064.0,0.704,1.12e-06,1.0,0.0956,-5.04,1.0,0.0695,131.997,3.0,0.717
Your Love 9Pm,ATB,Pop,1/15/2021,976,721002104,71,118729044,81735548,361427,7799522,0,DECE72003523,5YaskwnGDZFDRipaqzbwQx,0.194,0.669,150053.0,0.784,6.28e-06,7.0,0.115,-5.603,1.0,0.112,125.993,4.0,0.517
Heat Stick,Shoreline Mafia,Hip-Hop/Rap,5/10/2024,979,20538101,74,3575151,108700,370,75399,1,USAT22402903,0HGItm7Ox9AnHZbx26nkE4,0.0726,0.942,137143.0,0.461,9.54e-06,11.0,0.111,-8.233,0.0,0.302,105.025,4.0,0.281
Photograph,Ed Sheeran,Acoustic/Folk,1/1/2013,980,2525355904,77,1884843329,4406781129,89818,17163765,0,GBAHS1400094,1dyRiQZRGHZvesHh2hbp8g,0.607,0.614,258987.0,0.379,0.000464,4.0,0.0986,-10.48,1.0,0.0476,107.989,4.0,0.201
1 2 3,SofÃÂ¯ÃÂ¿ÃÂ½ÃÂ¯ÃÂ¿ÃÂ½a R,Latin,2/16/2018,983,667508675,61,1001147152,8778203835,36727,8994016,0,USWL11700238,737gzPI5VAmgUGWiJ9yXuu,0.165,0.792,201526.0,0.895,0.0,1.0,0.0501,-3.112,0.0,0.0587,94.968,4.0,0.793
Wants And Needs,Drake,Pop,3/5/2021,985,793287638,71,104966782,319496635,18714,2221501,1,USUG12101042,65OVbaJR5O1RmwOQx0875b,0.0618,0.578,192956.0,0.449,2.17e-06,1.0,0.119,-6.349,1.0,0.286,136.006,4.0,0.1
Jiwa Yang Bersedih,Ghea Indrawari,Acoustic/Folk,5/18/2023,987,229120157,69,136914720,5604886674,3334,154129,0,FRX452328816,0sV01d2keik5bwCuW9EQpk,0.805,0.363,278219.0,0.391,1.34e-06,2.0,0.115,-8.429,1.0,0.0281,97.377,4.0,0.451
Coco Chanel,Eladio Carrion,Latin,3/17/2023,988,459282058,72,100210832,147682062,24347,742228,1,QM4TX2344391,0PB0O24JqAuNdOAFVJljMS,0.143,0.863,208125.0,0.706,4.43e-05,3.0,0.0786,-5.555,0.0,0.103,140.017,4.0,0.686
At My Worst,Pink Sweat$,Acoustic/Folk,7/17/2020,991,670245273,64,537033479,1736930175,32924,2977114,0,USAT22003823,00yCFRFQLu3OAhGahgVimh,0.777,0.813,170345.0,0.415,0.0,0.0,0.131,-5.926,1.0,0.0349,91.921,4.0,0.667
Go Down Deh,Spice,Latin,4/30/2021,993,218431985,61,336505073,4731467896,20192,6024636,0,USVPR2100046,58dGRQrNmAJeRMFuguUbvD,0.109,0.801,154151.0,0.764,1.62e-05,2.0,0.247,-5.112,1.0,0.0987,89.998,4.0,0.578
Tomorrow 2 With Cardi B,GloRilla,Hip-Hop/Rap,9/23/2022,996,157806193,64,216925153,507673872,221878,1089768,1,USUM72217666,0WNfQxDGaPTl0yogcMR5v1,0.0744,0.839,209811.0,0.813,0.0,0.0,0.116,-3.979,1.0,0.36,79.816,4.0,0.711
Se Prepar,Ozuna,Pop,8/10/2017,997,846909112,73,2003507626,259122341,11560,2526044,0,USXDR1700552,1m69ELEgE6k5ZWsap40ozt,0.222,0.739,188080.0,0.821,9.6e-06,1.0,0.311,-4.233,1.0,0.0852,171.077,4.0,0.693
Lost On You,LP,Rock,3/24/2016,998,837042727,70,2265062550,239446479,80796,16431621,0,QMRSZ1501406,40x5K8xyIWVmSeUrYjj0os,0.0996,0.432,268465.0,0.724,0.0,5.0,0.0931,-6.328,0.0,0.0361,173.973,4.0,0.679
Le,MarÃÂ¯ÃÂ¿ÃÂ½ÃÂ¯ÃÂ¿ÃÂ½lia Mendo,Pop,12/8/2022,999,415752953,66,423072409,754580262,8809,280389,0,BRWNV2200185,53PpijFATt35Zxfl6LTxoK,0.449,0.743,166775.0,0.865,3.05e-06,6.0,0.297,-3.897,1.0,0.0315,129.999,4.0,0.794
Lean Wit Me,Juice WRLD,Pop,5/22/2018,1001,880781313,72,432457883,33981823,835,934193,1,USUG11800945,3oDkdAySo1VQQG0ptV7uwa,0.0414,0.665,175755.0,0.651,0.0,1.0,0.0896,-5.515,1.0,0.156,163.935,4.0,0.237
Hotel Lobby Unc Phew,Quavo,R&B/Soul,5/20/2022,1002,399707517,69,44839108,1130861,36742,2145146,1,USUG12202512,4vVjPTApwXZwB2H3mBq3ml,0.132,0.823,142657.0,0.638,0.0,11.0,0.228,-4.377,1.0,0.156,127.984,4.0,0.155
Panini,Lil Nas X,R&B/Soul,6/20/2019,1003,741766886,62,659070547,493209730,46553,2409985,0,USSM11903948,6fTt0CH2t0mdeB2N9XFG5r,0.342,0.703,114893.0,0.594,0.0,5.0,0.123,-6.146,0.0,0.0752,153.848,4.0,0.475
She Had Me At Heads Carolina,Cole Swindell,Pop,4/8/2022,1007,244709550,69,92809269,140118719,418626,911477,0,USWB12200181,200x8ONbPfFzByUr3fVz46,0.124,0.607,206107.0,0.912,0.0,8.0,0.332,-3.449,1.0,0.0611,134.944,4.0,0.722
So Long London,Taylor Swift,Pop,4/18/2024,1008,175613480,84,15237337,1510800,774,67886,0,USUG12401032,7wAkQFShJ27V8362MqevQr,0.73,0.423,262975.0,0.533,0.00264,9.0,0.0816,-11.388,1.0,0.322,160.218,4.0,0.248
Bad Idea Right,Olivia Rodrigo,Pop,8/11/2023,1012,433515672,12,37971085,839351640,12873,706445,1,USUG12304094,3IX0yuEVvDbnqUwMBB3ouC,0.00177,0.631,184784.0,0.881,4.5e-06,9.0,0.0639,-3.545,1.0,0.0995,129.981,4.0,0.808
Ay Dios M,KAROL G,Pop,7/10/2020,1016,599215039,61,834762162,779241131,26349,1362793,0,USUM72013593,1beTDCe7sT7fzm8WIKXicz,0.511,0.717,189413.0,0.708,0.00101,11.0,0.106,-4.395,1.0,0.19,180.001,4.0,0.518
Happier,Olivia Rodrigo,Acoustic/Folk,5/21/2021,1015,1133535049,79,352845171,3266081830,20348,1970544,1,USUG12101247,2tGvwE8GcFKwNdAXMnlbfl,0.765,0.395,175933.0,0.443,9.67e-06,6.0,0.0839,-9.72,1.0,0.133,168.924,3.0,0.338
Lalala,Y2K,R&B/Soul,6/28/2019,1010,968133091,66,707665227,6342877983,25256,9155025,1,USSM11904230,51Fjme0JiitpyXKuyQiCDo,0.178,0.843,160627.0,0.39,0.0,2.0,0.137,-7.899,1.0,0.0846,129.972,4.0,0.495
Tubaro Te,Dj LK da EscÃÂ¯ÃÂ¿ÃÂ½ÃÂ¯ÃÂ¿,Hip-Hop/Rap,9/28/2022,1013,150177750,59,153683754,15253039012,151,1072415,1,BC91N2200001,4UldILPVpnZO69ffK4B9aA,0.299,0.889,149077.0,0.742,0.000568,4.0,0.066,-3.495,0.0,0.358,130.089,4.0,0.479
After Hours,Kehlani,Pop,4/4/2024,1019,34629239,14,2560026,4592500,36465,349619,1,USAT22401034,4ChomJf8z16E6Zw4EoioYY,0.069,0.729,202414.0,0.777,0.00162,1.0,0.112,-3.991,1.0,0.0431,121.016,4.0,0.744
Monkeys Spinning Monkeys,Kevin MacLeod,Acoustic/Folk,5/16/2011,1018,11477477,36,11457166,233232311463,2557,1177639,0,USUAN1400011,4aWIEDu1UdHuFLHHL10JVk,0.902,0.929,125074.0,0.203,0.803,7.0,0.11,-18.004,1.0,0.145,144.059,4.0,0.909
One Kiss With Dua Lipa,Calvin Harris,Latin,1/1/2015,1024,2178606166,79,1256080361,1597020461,160995,15829169,0,GBARL1800368,7ef4DlsgrMEH11cDZd32M6,0.037,0.791,214847.0,0.862,2.19e-05,9.0,0.0814,-3.24,0.0,0.11,123.994,4.0,0.592
Mmhmm,BigXthaPlug,Hip-Hop/Rap,10/6/2023,1020,155648648,82,27758776,7609548,23720,479173,1,QZNMX2391413,4QTlxavdQGUVitxAvQqqkU,0.028,0.93,119016.0,0.682,0.0,9.0,0.129,-8.799,1.0,0.331,126.003,4.0,0.962
Bop,DaBaby,Hip-Hop/Rap,9/27/2019,1021,820923123,68,661665888,129969428,140499,2417871,1,USUM71918972,6Ozh9Ok6h4Oi1wUSLtBseN,0.189,0.769,159715.0,0.787,0.0,11.0,0.129,-3.909,1.0,0.367,126.77,4.0,0.836
Titanium,Sia,Pop,1/1/2011,1031,1634403761,74,1855838617,510515661,213633,15214627,0,GB28K1100036,0TDLuuLlV54CkRRUOahJb4,0.0679,0.604,245040.0,0.787,0.15,0.0,0.127,-3.674,0.0,0.103,126.062,4.0,0.301
Nosevemp3,Emilia,Latin,5/3/2023,1025,218340846,64,223159269,876147905,23591,744536,1,QM6N22333334,2iIBpwP4FyQ95xgVail3yr,0.0858,0.765,203636.0,0.66,3.35e-05,11.0,0.151,-5.059,0.0,0.0822,132.048,4.0,0.577
Arcade,Duncan Laurence,Acoustic/Folk,3/7/2019,1029,1184536529,69,439603979,6956515458,162431,11835805,0,NL1TK1900001,1J14CdDAvBTE1AJYUOwl6C,0.827,0.453,185147.0,0.35,0.00122,9.0,0.144,-11.639,0.0,0.0425,72.017,3.0,0.279
How Deep Is Your Love,Calvin Harris,Electronic/Dance,7/17/2015,1026,1156342373,78,1961319809,982629718,77370,14394209,0,GBARL1500704,4slBllHFZYlpg3IjeX5CBl,0.041,0.733,212496.0,0.87,0.00109,4.0,0.396,-4.345,0.0,0.0651,122.022,4.0,0.332
Butterfly Effect,Travis Scott,R&B/Soul,1/1/2017,1028,1388024799,79,583707677,236970860,7534,3356112,0,USSM11704799,2cYqizR4lgvp4Qu6IQ3qGN,0.0531,0.763,190557.0,0.628,0.0,11.0,0.114,-5.85,1.0,0.05,140.958,4.0,0.193
Let You Down,NF,Pop,9/15/2017,1034,1472430869,73,668707222,270757450,67662,8887316,0,USUM71708226,52okn5MNA47tk87PeZJLEL,0.314,0.661,212120.0,0.714,0.0,5.0,0.179,-5.68,0.0,0.121,147.998,4.0,0.464
Bad Memories Feat Elley Duh Fast,MEDUZA,Pop,7/22/2022,1035,460973352,69,21938855,202563112,200995,3373945,0,GBUM72203666,3JhgPs7rbmzLBWRvHlel8U,0.122,0.607,147629.0,0.755,0.0,5.0,0.144,-6.069,0.0,0.0468,123.994,3.0,0.664
Yo Perreo Sola,Bad Bunny,Pop,2/29/2020,1036,745086450,67,818482247,1133216780,24957,1822325,0,QM4TX2030934,0SqqAgdovOE24BzxIClpjw,0.021,0.86,172127.0,0.758,6.54e-05,11.0,0.344,-5.16,1.0,0.0695,97.014,4.0,0.453
Eta,NewJeans,Latin,7/21/2023,1038,234215735,74,189170317,297802502,2619,248138,0,USA2P2330071,56v8WEnGzLByGsDAXDiv4d,0.108,0.812,151373.0,0.749,0.0,10.0,0.0599,-6.389,0.0,0.0397,134.971,4.0,0.841
Jordan,Ryan Castro,Hip-Hop/Rap,4/30/2021,1037,535847791,73,602969531,5134093462,16697,1079602,0,FR96X2111994,7EF0R9lnsb7S81Q7xt5JzO,0.0589,0.795,176143.0,0.682,0.000701,10.0,0.103,-5.544,0.0,0.375,179.88,4.0,0.712
Be Alright,Dean Lewis,Pop,6/29/2018,1042,1749353402,72,244698483,379547638,153400,12744176,1,AUUM71800255,5qrSlOut2rNAWv3ubArkNy,0.705,0.551,196493.0,0.537,0.0,11.0,0.0802,-7.595,1.0,0.034,126.421,4.0,0.493
Jalebi Baby,Tesher,Pop,11/13/2020,1041,164137928,58,569438267,8443743856,20053,6489242,0,QZNWQ2070741,6GKGoi0FHzldk1ZRQoV1fv,0.0156,0.68,189375.0,0.895,0.000374,2.0,0.145,-7.144,1.0,0.0378,93.037,4.0,0.824
Endless Summer,Alan Walker,Pop,7/13/2023,1040,28340672,55,6667293,395590915,16735,150561,1,NOG842305010,3zbeIDDhJ1kwJ01GkM3Egb,0.00263,0.587,187041.0,0.804,0.0,6.0,0.0724,-5.594,1.0,0.0436,124.063,4.0,0.389
Belly Dancer,Imanbek,Pop,2/18/2022,1047,547114702,75,152539885,367187204,125928,3826486,0,NLZ542200165,7fZBQnc0zXwVybgCIrQQil,0.0582,0.845,151475.0,0.797,5.57e-06,1.0,0.167,-4.984,1.0,0.139,121.985,4.0,0.422
Who Told You,J Hus,Hip-Hop/Rap,6/8/2023,1046,142574143,62,16368063,264112132,25565,845300,1,GBARL2300716,40EXFgNMOIQRQOwJZ8mJkC,0.156,0.732,208917.0,0.736,0.0,11.0,0.124,-4.607,0.0,0.323,76.656,5.0,0.87
Night Dancer,imase,Latin,8/19/2022,1045,239149370,67,281173184,2285171989,2272,1864998,0,JPPO02202918,3gmn76fCtpDazGMnN0QMHX,0.0879,0.924,210600.0,0.563,0.0,7.0,0.103,-7.899,0.0,0.0802,117.06,4.0,0.872
Dont You Worry,Black Eyed Peas,Pop,6/16/2022,1044,302939117,62,236850911,74013480,232177,4456945,0,USSM12202555,4UyVCLbNG8yhrqbzeSmdho,0.201,0.816,196364.0,0.874,0.0,11.0,0.209,-4.822,1.0,0.0308,131.967,4.0,0.5
Middle Of The Night,Elley DuhÃÂ¯ÃÂ¿,Pop,1/10/2020,1054,1104008150,72,431904675,2922804533,88909,10511473,0,USRC11903813,58HvfVOeJY7lUuCqF0m3ly,0.0228,0.41,184448.0,0.611,0.0,4.0,0.116,-8.271,0.0,0.0467,185.727,3.0,0.0899
Volando Remix,Mora,Pop,7/8/2021,1052,701919939,68,560364244,74137126,14824,1404755,1,QMFME2105596,0G2zPzWqVjR68iNPmx2TBe,0.207,0.659,273474.0,0.688,0.0,6.0,0.113,-4.649,1.0,0.0673,153.979,4.0,0.632
Moth To A Flame With The Weeknd,Swedish House Mafia,Pop,2/5/2021,1056,861100951,74,95899960,184453448,245294,5566537,0,USUG12105524,0VO8gYVDSwM1Qdd2GsMoYK,0.0027,0.553,234000.0,0.659,0.0,8.0,0.105,-7.295,1.0,0.0391,120.146,4.0,0.105
Solteiro Forado Boiadeira Internacio,Ana Castela,Pop,7/7/2023,1051,210195998,65,291263121,55226429,6009,137611,0,BX3022300019,1dx7F1j3W2wlgyxwvkFksY,0.636,0.655,194582.0,0.669,0.0,6.0,0.245,-4.047,1.0,0.0275,139.975,4.0,0.436
Naa Ready From Leo,Anirudh Ravichander,Pop,6/22/2023,1058,142430643,64,347065741,18800,46,101174,0,INS172307161,1B02UI29t3PTh3m98absaP,0.081,0.726,248182.0,0.805,0.00784,1.0,0.0318,-5.576,1.0,0.153,87.956,4.0,0.572
Djala Que Vuelva Feat Manuel Tur,Piso 21,Pop,10/20/2017,1061,871780891,68,2169311851,121241311,123,1867651,0,MXF151700546,1j6xOGusnyXq3l6IryKF3G,0.0482,0.681,220117.0,0.788,0.0,1.0,0.0753,-4.323,1.0,0.0785,170.019,4.0,0.839
Feel The Pop,ZEROBASEONE,Latin,5/13/2024,1060,8699917,58,31498812,329800,101,11352,0,KRA492400588,3JnaRKReO6TFGEdhggFWZG,0.124,0.768,176191.0,0.743,0.0,9.0,0.309,-6.123,1.0,0.151,149.005,4.0,0.807
Diamonds,Rihanna,Pop,1/1/2012,1063,1419912461,70,2336257288,6890158,248320,11373333,0,USUM71211793,6O20JhBJPePEkBdrB5sqRx,0.00124,0.562,225147.0,0.709,0.0,11.0,0.109,-4.92,0.0,0.0424,91.958,4.0,0.401
Fuera Del Mercado,Danny Ocean,Indie/Alternative,2/17/2022,1064,535013440,71,162236183,4479627831,28857,1371874,1,USWL12200098,1UdzJEpgJxtuXAlCOvD4S0,0.32,0.453,159849.0,0.673,0.0,8.0,0.131,-5.649,1.0,0.144,92.06,4.0,0.266
El Cielo,Sky Rompiendo,R&B/Soul,6/2/2023,1068,354097795,74,89166241,107126101,18198,542456,1,USSD12300241,4PA1wK0leCjmRZlP5dQ8Lv,0.0687,0.715,191321.0,0.642,0.0,10.0,0.0997,-7.492,0.0,0.0515,105.964,4.0,0.169
Me Fui De Vacaciones,Bad Bunny,R&B/Soul,5/6/2022,1067,366872354,68,146768761,1794129686,8167,768036,0,QM6MZ2214894,28GCbKgjlVD9eDmasGbe0T,0.229,0.714,180930.0,0.645,0.00083,10.0,0.0942,-5.493,1.0,0.0514,85.046,4.0,0.434
Talk,Khalid,R&B/Soul,2/7/2019,1065,968194426,64,468753245,175481915,301064,5865620,0,USRC11900004,6TqXcAFInzjp0bODyvrWEq,0.0516,0.9,197573.0,0.4,0.0,0.0,0.0599,-8.575,1.0,0.127,135.984,4.0,0.346
Reloj,Rauw Alejandro,Latin,10/22/2020,1072,579749218,65,645701697,1294351127,16280,1542421,1,USSD12000471,4loQgPwJHocL3dFwLfjb1J,0.176,0.823,231595.0,0.537,3.75e-06,8.0,0.124,-2.627,1.0,0.211,175.965,4.0,0.608
Youre Mines Still Feat,Yung Bleu,R&B/Soul,10/15/2020,1075,233139871,63,425539008,111422826,194040,523078,1,USWB12004394,6tiKwZppNjrls8RsPQwK6r,0.308,0.613,226220.0,0.615,0.0,5.0,0.107,-4.859,0.0,0.107,86.782,4.0,0.342
Sorry 4 The Wait,Lil Wayne,Hip-Hop/Rap,1/14/2022,1079,24285898,54,9750600,1029336,104,211234,1,USUG12106458,524yEMK9wdiqPMqkE9kd9H,0.101,0.856,156526.0,0.758,0.0,8.0,0.0711,-7.675,1.0,0.389,104.942,4.0,0.52
Diluvio,Rauw Alejandro,Latin,7/7/2023,1078,310562790,79,113130284,372688472,8643,841414,1,USSD12300302,2kz1YOhJiNubjigR1gB1VX,0.343,0.845,197053.0,0.795,1.78e-05,9.0,0.224,-3.502,0.0,0.0681,94.969,4.0,0.681
Zeze,Kodak Black,R&B/Soul,10/12/2018,1080,1070685587,71,494548432,463776007,72133,4235259,1,USAT21811523,0FZ4Dmg8jJJAPJnvBIzD9z,0.0521,0.861,228760.0,0.603,0.0,8.0,0.0924,-5.788,0.0,0.176,98.043,4.0,0.504
Lavender Haze,Taylor Swift,R&B/Soul,10/21/2022,1090,711138043,73,26695871,302181012,249917,900372,1,USUG12205734,5jQI2r1RdgtuT8S3iG8zFC,0.23,0.735,202396.0,0.449,0.00126,7.0,0.132,-10.56,0.0,0.0883,97.05,4.0,0.0955
Ku Lo Sa A Colors Show,Oxlade,Pop,6/10/2022,1089,331419634,68,90820063,534189550,64413,4816359,0,QMEU32209358,2WigMwGJysIh9fRnSJvpjn,0.307,0.649,147581.0,0.655,0.0,10.0,0.22,-5.534,0.0,0.0652,92.9,4.0,0.793
Toca O Trompete,Felipe Amorim,Latin,7/21/2023,1087,166784328,66,196927226,1222155154,98,173558,1,BCOOP2300013,54u86CmMqGI1rRuULlTqaB,0.424,0.947,163200.0,0.75,4.76e-05,6.0,0.0845,-0.855,0.0,0.0534,124.993,4.0,0.961
Nobody Gets Me,SZA,Acoustic/Folk,12/9/2022,1091,561645790,82,79127644,220878489,61047,1208187,1,USRC12204598,5Y35SjAfXjjG0sFQ3KOxmm,0.805,0.358,180853.0,0.284,0.0,7.0,0.183,-8.285,1.0,0.0285,99.796,3.0,0.276
Glock In My Lap,21 Savage,Pop,10/2/2020,1088,614603953,78,164711656,162296330,940,2194666,1,USSM12006061,6pcywuOeGGWeOQzdUyti6k,0.00574,0.847,193591.0,0.733,1.04e-05,10.0,0.151,-6.439,0.0,0.16,130.029,4.0,0.202
Corazn Va,Maria Becerra,Pop,6/22/2023,1094,251442618,71,209201810,541965678,16628,209753,0,USWL12301086,3oNnzH6hmqIGIhJ1NcHlrh,0.334,0.681,160536.0,0.792,2.05e-06,1.0,0.295,-4.795,1.0,0.0587,98.09,4.0,0.4
Punto G,Quevedo,Pop,11/4/2022,1096,600073400,71,171936153,450971538,15719,529802,0,BK4DA2202913,1fcP2ZJG2ouG99iU2nI6HT,0.218,0.745,151325.0,0.77,0.00012,9.0,0.0504,-3.653,1.0,0.14,92.044,4.0,0.629
Muqabla From Street Dancer 3D,Yash Narvekar,Electronic/Dance,12/21/2019,1093,102668822,58,1111498706,557936748,2014,104058,0,INS181905922,4UwgnnCrn5gjIRoij4J7yf,0.0248,0.804,176125.0,0.913,2.82e-05,0.0,0.391,-3.135,1.0,0.0933,119.997,4.0,0.544
Ditto,NewJeans,R&B/Soul,12/19/2022,1098,614497357,74,202069442,1587051148,13257,714871,0,USA2P2254487,3r8RuvgbX9s7ammBn07D3W,0.027,0.814,185507.0,0.641,0.0,6.0,0.0993,-5.957,0.0,0.111,133.854,4.0,0.183
Princesita De,Jere Klein,Latin,12/1/2023,1103,106290197,70,139655492,245,388,195908,1,QMFMF2334329,7pNzulQGBP6v2g4A2KnAJ6,0.0263,0.875,162398.0,0.631,2.26e-06,9.0,0.0566,-4.635,0.0,0.152,97.983,4.0,0.79
Lo Siento Bb With Bad Bunny Julieta Venegas,Tainy,Pop,10/5/2021,1104,912709169,67,410395727,303742856,36857,1218835,1,USA2P2135437,04x1x0L8BYyIv1XlcJxWfi,0.0883,0.646,206344.0,0.703,1.5e-06,4.0,0.0863,-6.343,0.0,0.0777,170.091,4.0,0.139
Baby Hello,Rauw Alejandro,Latin,6/23/2023,1105,268383799,68,69047745,103169265,39321,933823,1,USSD12300274,2SOvWt6igzXViIjIiWNWEP,0.166,0.773,222462.0,0.892,3.1e-06,1.0,0.429,-3.732,0.0,0.0483,130.007,4.0,0.842
One Call,Rich Amiri,R&B/Soul,11/3/2023,1106,271566931,80,24725245,8704294,824,817705,1,QZJ842004052,69phA1R4gmQsBFRQ3INW8C,0.00617,0.65,121399.0,0.539,2.67e-05,1.0,0.114,-7.281,1.0,0.0561,158.105,4.0,0.253
2Catorce,Rauw Alejandro,Pop,2/14/2021,1107,534981600,64,607206864,2285726710,9184,1847960,1,USSD12100059,78QcVmzxS0wIwuC2rpAauI,0.709,0.768,205714.0,0.56,0.000791,3.0,0.115,-3.497,1.0,0.0859,112.084,3.0,0.372
Rush,Troye Sivan,Electronic/Dance,7/13/2023,1109,299291405,28,59684881,341762321,22607,1347624,1,AUUM72300170,4ZnkygoWLzcGbQYCm3lkae,0.00242,0.728,156391.0,0.841,9.09e-05,10.0,0.106,-7.682,0.0,0.0567,125.991,4.0,0.402
Physical,Dua Lipa,Pop,1/30/2020,1115,967029446,71,570687048,430832681,334802,5988911,0,GBAHT1901298,3AzjcOeAmA57TIOr9zF1ZW,0.0137,0.647,193829.0,0.844,0.000658,0.0,0.102,-3.756,1.0,0.0457,146.967,4.0,0.746
Pumped Up Kicks,Foster The People,Pop,1/1/2010,1113,1791778314,81,599930123,2757623631,121067,16415660,0,USSM11002931,7w87IxuO7BDcJ3YUqCyMTT,0.145,0.733,239600.0,0.71,0.115,5.0,0.0956,-5.849,0.0,0.0292,127.975,4.0,0.965
Yes Indeed,Lil Baby,Hip-Hop/Rap,5/15/2018,1112,1110994645,74,143629586,194904663,67860,3561319,1,USUM71806749,6vN77lE9LK6HP2DewaN6HZ,0.0355,0.963,142273.0,0.346,0.0,5.0,0.108,-9.309,0.0,0.53,119.957,4.0,0.562
Open Arms,SZA,Pop,12/8/2022,1114,418181065,76,87097570,155757311,374,1272704,0,USRC12204602,6koKhrBBcExADvWuOgceNZ,0.753,0.434,239613.0,0.586,0.0144,9.0,0.146,-7.612,1.0,0.138,78.259,4.0,0.239
Edamame,bbno$,Latin,7/24/2021,1117,460770585,9,129095680,5783885492,98034,5556466,1,QMUY42100151,1golLrmqyxDWedF7YUHCOD,0.0232,0.815,133707.0,0.85,0.000143,4.0,0.0245,-4.704,0.0,0.113,106.036,4.0,0.694
Turn Down For What,DJ Snake,Pop,12/18/2013,1116,547207250,65,1350062601,1943093911,23064,14799660,0,USSM11308174,67awxiNHNyjMXhVgsHuIrs,0.00107,0.818,213733.0,0.799,0.128,1.0,0.057,-4.1,0.0,0.156,100.014,4.0,0.0815
Smokin Out The Window,Bruno Mars,R&B/Soul,11/5/2021,1121,463977298,66,219573887,26701713,188300,1849092,0,USAT22105952,3xVZYkcuWalGudeKl861wb,0.0558,0.627,197443.0,0.618,0.0,2.0,0.351,-8.529,1.0,0.0437,82.03,4.0,0.848
From The D To The A,Tee Grizzley,Hip-Hop/Rap,3/17/2017,1122,364325529,64,29708407,16341869,109,891593,1,QMCE31700982,2NyrXRn4tancYPW6JwtTl2,0.195,0.851,158684.0,0.625,0.0,10.0,0.266,-5.417,0.0,0.303,99.061,4.0,0.668
